Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10
Financial Analyst,85332,21,Master's,0.57,1.24,0.5,Medium,0.67,1.0,0.76,0.65,0.42,0.35,0.12,0.84,0.38,0.45
Security Guard,39960,26,Master's,0.0,0.86,0.84,High,0.6,0.37,0.29,0.82,0.41,0.31,0.25,0.47,0.21,0.8
UX Researcher,91697,0,Bachelor's,0.71,1.16,0.34,Medium,0.08,0.85,0.75,0.29,0.86,0.65,0.33,0.55,0.91,0.71
Software Engineer,129761,13,PhD,0.85,1.44,0.51,Low,0.33,0.86,0.93,0.27,0.56,0.36,0.34,0.6,0.81,0.69
Data Scientist,124562,28,Bachelor's,0.93,1.5,0.22,Medium,0.12,1.0,0.81,0.23,0.54,0.54,0.0,1.0,0.71,0.72
UX Researcher,79820,9,PhD,0.64,1.24,0.22,Low,0.19,0.83,0.85,0.36,0.66,0.81,0.28,0.48,0.78,0.81
AI Engineer,126485,16,PhD,0.84,1.5,0.29,Low,0.26,0.61,0.97,0.22,0.6,0.26,0.31,0.59,0.72,0.84
UX Researcher,96606,6,PhD,0.83,1.18,0.35,Low,0.1,0.66,0.74,0.39,0.7,0.85,0.37,0.55,0.74,0.74
Mechanic,53704,15,High School,0.22,0.9,0.52,Medium,0.68,0.48,0.82,0.67,0.34,0.51,0.9,0.11,0.28,0.63
Construction Worker,33465,22,High School,0.01,0.77,0.72,High,0.63,0.19,0.42,0.67,0.01,0.32,0.8,0.02,0.27,0.89
Teacher,56842,5,Master's,0.22,1.0,0.35,Medium,0.14,0.52,0.52,0.41,0.78,0.88,0.27,0.2,0.66,0.68
Software Engineer,107048,3,PhD,0.52,1.37,0.47,Medium,0.31,0.93,1.0,0.17,0.2,0.42,0.48,0.72,0.72,0.65
HR Specialist,73799,12,PhD,0.32,0.98,0.29,Medium,0.48,0.5,0.65,0.55,0.81,1.0,0.24,0.65,0.4,0.42
Research Scientist,95120,12,Master's,0.5,1.26,0.05,Low,0.13,0.86,0.85,0.32,0.62,0.51,0.7,0.6,0.77,0.72
UX Researcher,97774,2,PhD,0.58,1.19,0.52,Medium,0.28,0.71,0.73,0.27,0.47,0.72,0.25,0.59,0.83,0.72
Customer Support,39308,23,Bachelor's,0.68,1.0,0.78,High,0.79,0.49,0.44,0.79,0.33,0.74,0.0,0.59,0.34,0.59
Lawyer,166226,16,PhD,0.63,1.13,0.41,Low,0.4,0.72,0.91,0.42,0.74,0.67,0.26,0.82,0.49,0.75
Software Engineer,126193,22,Bachelor's,0.88,1.42,0.45,Medium,0.3,0.96,0.76,0.07,0.44,0.28,0.25,0.59,0.65,0.85
Research Scientist,127175,22,PhD,0.85,1.38,0.07,Low,0.23,0.93,0.96,0.19,0.8,0.39,0.77,0.49,0.64,0.78
Construction Worker,42090,0,Master's,0.09,0.59,0.95,High,0.74,0.11,0.41,0.81,0.08,0.46,0.71,0.16,0.17,0.86
Research Scientist,99755,25,PhD,0.76,1.31,0.32,Low,0.15,0.88,0.9,0.2,0.77,0.35,0.68,0.5,0.54,0.68
Customer Support,35894,28,Bachelor's,0.66,0.86,0.79,High,0.94,0.58,0.4,0.77,0.3,0.85,0.08,0.71,0.27,0.57
Customer Support,37256,17,High School,0.64,0.98,0.56,High,0.74,0.5,0.47,0.86,0.26,0.74,0.21,0.75,0.08,0.35
Financial Analyst,74856,13,Master's,0.62,1.35,0.67,Medium,0.52,0.81,0.72,0.62,0.58,0.55,0.04,0.82,0.39,0.34
Graphic Designer,55249,28,Bachelor's,0.84,1.42,0.56,Medium,0.18,0.97,0.6,0.32,0.27,0.54,0.56,0.17,1.0,0.66
Graphic Designer,62615,22,Bachelor's,0.75,1.11,0.44,Medium,0.09,0.82,0.65,0.41,0.56,0.5,0.52,0.07,0.88,0.65
Graphic Designer,64844,26,Master's,0.5,1.17,0.29,Low,0.3,0.79,0.57,0.32,0.32,0.81,0.44,0.22,1.0,0.6
AI Engineer,185903,3,Master's,1.0,1.5,0.05,Low,0.18,0.86,0.88,0.34,0.38,0.45,0.06,0.47,0.76,0.86
Data Scientist,118233,15,Master's,0.78,1.5,0.29,Low,0.14,0.95,1.0,0.16,0.62,0.33,0.24,0.8,0.54,0.75
Truck Driver,52727,4,Bachelor's,0.1,0.62,0.72,High,0.98,0.28,0.47,0.77,0.1,0.25,0.75,0.34,0.07,0.5
Teacher,65044,8,Master's,0.45,0.96,0.16,Low,0.17,0.66,0.69,0.45,0.65,0.93,0.26,0.39,0.81,0.78
Financial Analyst,90407,17,Master's,0.66,1.19,0.38,Medium,0.46,0.74,0.77,0.58,0.54,0.53,0.34,0.84,0.21,0.6
Teacher,55580,21,Master's,0.43,0.86,0.12,Medium,0.23,0.68,0.4,0.59,0.58,0.97,0.3,0.3,0.56,0.87
Marketing Manager,115958,29,Master's,0.8,1.34,0.47,Low,0.31,0.76,0.9,0.24,0.96,0.71,0.11,0.37,0.78,0.79
Construction Worker,40628,19,PhD,0.32,0.69,0.8,Medium,0.69,0.35,0.35,0.7,0.07,0.34,0.89,0.06,0.0,0.82
Data Scientist,122977,20,Bachelor's,0.77,1.36,0.2,Medium,0.34,0.94,1.0,0.19,0.67,0.52,0.02,0.83,0.55,0.69
Graphic Designer,71176,11,Master's,0.71,1.24,0.54,Medium,0.23,0.75,0.53,0.3,0.29,0.49,0.67,0.09,0.97,0.65
Lawyer,117479,31,Master's,0.71,1.19,0.3,Low,0.13,0.53,1.0,0.3,0.75,0.75,0.28,0.67,0.44,0.94
Software Engineer,127813,23,Bachelor's,0.76,1.31,0.25,Medium,0.47,1.0,0.91,0.22,0.42,0.45,0.34,0.74,0.77,0.55
Truck Driver,47285,19,High School,0.35,0.73,0.81,High,0.91,0.2,0.36,0.93,0.4,0.51,0.66,0.28,0.15,0.59
Construction Worker,51586,26,High School,0.06,0.67,0.95,High,0.67,0.38,0.52,0.75,0.27,0.34,0.88,0.04,0.14,0.69
Lawyer,148164,30,Master's,0.67,1.36,0.31,Low,0.34,0.68,0.95,0.57,0.8,0.77,0.09,0.66,0.57,0.88
Retail Worker,32997,8,High School,0.51,0.89,0.84,High,0.77,0.39,0.15,0.76,0.29,0.66,0.45,0.5,0.2,0.43
Chef,54665,4,Master's,0.36,1.01,0.66,Medium,0.57,0.34,0.75,0.55,0.38,0.51,0.85,0.11,0.87,0.76
Truck Driver,48733,7,High School,0.43,0.75,0.8,High,0.91,0.36,0.47,0.76,0.32,0.23,0.56,0.31,0.0,0.54
Marketing Manager,83003,18,Master's,0.63,1.48,0.55,Medium,0.2,0.56,0.55,0.51,0.74,0.85,0.15,0.33,0.69,0.82
Truck Driver,53558,26,Bachelor's,0.15,0.56,0.88,High,0.78,0.25,0.42,0.95,0.31,0.34,0.56,0.17,0.06,0.53
Security Guard,43109,25,Master's,0.0,0.65,0.69,High,0.7,0.2,0.43,0.8,0.2,0.32,0.48,0.41,0.19,0.7
Customer Support,33342,6,High School,0.44,1.09,0.63,High,0.52,0.41,0.25,0.73,0.29,0.66,0.11,0.5,0.22,0.51
Teacher,65516,21,Master's,0.54,0.98,0.09,Low,0.23,0.62,0.55,0.47,0.87,1.0,0.17,0.48,0.68,0.69
Software Engineer,125244,6,Master's,0.85,1.36,0.38,Medium,0.38,1.0,0.79,0.21,0.6,0.43,0.36,0.63,0.74,0.57
Mechanic,48649,28,High School,0.21,0.82,0.44,Medium,0.7,0.52,0.68,0.6,0.15,0.45,0.96,0.19,0.41,0.67
UX Researcher,94628,19,Bachelor's,0.69,1.3,0.21,Medium,0.26,0.7,0.8,0.28,0.62,0.76,0.29,0.58,0.76,0.54
Mechanic,45021,19,High School,0.22,1.05,0.59,Medium,0.77,0.54,0.57,0.67,0.25,0.43,0.93,0.18,0.22,0.63
Nurse,74996,8,Bachelor's,0.41,1.11,0.13,Medium,0.31,0.52,0.69,0.33,0.67,1.0,0.74,0.52,0.35,0.85
Graphic Designer,46823,20,Bachelor's,0.6,1.1,0.54,Medium,0.21,0.87,0.65,0.18,0.49,0.69,0.52,0.2,0.97,0.58
Research Scientist,128124,6,PhD,0.68,1.38,0.06,Low,0.31,1.0,0.82,0.16,0.73,0.47,0.68,0.75,0.67,0.77
Customer Support,39650,29,Bachelor's,0.71,0.93,0.71,High,0.64,0.67,0.6,0.72,0.25,0.89,0.16,0.6,0.2,0.31
Construction Worker,51291,14,High School,0.0,0.62,0.65,High,0.7,0.13,0.45,0.84,0.07,0.38,0.77,0.07,0.28,0.83
Data Scientist,126698,11,Master's,0.86,1.41,0.19,Medium,0.36,1.0,0.87,0.24,0.49,0.32,0.49,0.92,0.46,0.57
Mechanic,48475,26,High School,0.23,0.76,0.5,Medium,0.65,0.45,0.75,0.57,0.29,0.43,0.91,0.0,0.28,0.61
HR Specialist,92064,20,Bachelor's,0.43,1.05,0.54,Medium,0.42,0.9,0.64,0.47,0.79,0.85,0.24,0.76,0.61,0.49
Research Scientist,124838,2,PhD,0.54,1.43,0.1,Low,0.25,0.81,0.96,0.21,0.66,0.37,0.8,0.69,0.68,0.71
Chef,47558,13,Bachelor's,0.22,0.89,0.58,Medium,0.43,0.17,0.68,0.57,0.84,0.44,0.76,0.14,0.9,1.0
Security Guard,37511,25,PhD,0.14,0.77,0.71,Medium,0.64,0.11,0.59,0.84,0.11,0.45,0.24,0.5,0.13,0.69
AI Engineer,148685,6,Master's,0.88,1.5,0.22,Medium,0.1,0.91,0.81,0.23,0.51,0.26,0.1,0.57,0.89,0.78
Lawyer,116815,24,Master's,0.73,1.22,0.25,Low,0.3,0.46,0.87,0.39,1.0,0.59,0.35,0.8,0.53,0.98
UX Researcher,82624,18,Bachelor's,0.7,1.28,0.42,Medium,0.24,0.84,0.79,0.42,0.71,0.74,0.17,0.48,0.72,0.69
UX Researcher,98653,16,Bachelor's,0.46,1.13,0.2,Medium,0.32,0.75,0.8,0.31,0.68,0.58,0.24,0.52,0.92,0.65
Data Scientist,100497,5,Master's,0.79,1.31,0.37,Medium,0.11,0.96,0.84,0.18,0.54,0.38,0.14,0.58,0.69,0.83
Retail Worker,33038,11,Bachelor's,0.32,0.89,0.9,High,0.87,0.29,0.28,0.8,0.26,0.67,0.33,0.51,0.25,0.65
Graphic Designer,66422,22,Master's,0.77,1.17,0.51,Medium,0.27,0.88,0.61,0.44,0.44,0.51,0.74,0.27,0.86,0.55
UX Researcher,97654,22,Bachelor's,0.65,1.06,0.4,Low,0.23,0.85,0.82,0.33,0.77,0.91,0.32,0.59,0.7,0.74
Software Engineer,139795,20,Bachelor's,0.79,1.25,0.45,Medium,0.48,0.88,0.82,0.23,0.39,0.32,0.26,0.46,0.7,0.79
HR Specialist,83540,13,Bachelor's,0.48,0.79,0.26,Medium,0.31,0.75,0.65,0.6,0.63,0.89,0.09,0.79,0.42,0.66
Data Scientist,126422,0,Master's,0.73,1.42,0.38,Medium,0.18,0.81,0.96,0.21,0.65,0.26,0.28,0.68,0.66,0.76
Retail Worker,40841,0,High School,0.38,0.86,0.8,High,0.73,0.46,0.33,0.75,0.1,0.4,0.43,0.34,0.21,0.47
Research Scientist,96243,22,PhD,0.77,1.37,0.12,Low,0.27,0.87,0.87,0.37,0.73,0.43,0.75,0.45,0.88,0.76
Data Scientist,126128,12,Master's,0.86,1.36,0.29,Low,0.2,0.88,0.9,0.29,0.63,0.54,0.31,0.67,0.66,0.83
Research Scientist,101545,7,Master's,0.39,1.26,0.28,Low,0.24,1.0,1.0,0.4,0.72,0.5,0.71,0.6,0.76,0.86
AI Engineer,172527,21,PhD,0.91,1.5,0.3,Low,0.12,1.0,0.95,0.06,0.64,0.09,0.26,0.59,0.74,0.81
UX Researcher,93764,2,Bachelor's,0.74,1.12,0.3,Medium,0.4,0.75,0.69,0.45,0.8,0.8,0.4,0.63,0.73,0.65
Teacher,60986,20,Bachelor's,0.29,1.02,0.12,Low,0.42,0.77,0.66,0.41,0.9,0.85,0.27,0.43,0.76,0.89
Graphic Designer,50033,12,Bachelor's,0.79,1.15,0.42,Medium,0.24,0.85,0.6,0.36,0.15,0.57,0.62,0.08,0.94,0.58
Doctor,207300,11,PhD,0.49,1.24,0.05,Low,0.38,0.86,0.85,0.18,0.79,0.85,0.92,0.32,0.39,0.96
Marketing Manager,77577,6,Bachelor's,0.65,1.31,0.53,Medium,0.36,0.62,0.79,0.34,0.83,0.78,0.2,0.55,0.75,0.68
Graphic Designer,56299,13,Bachelor's,0.45,1.26,0.46,Medium,0.18,0.73,0.58,0.15,0.35,0.57,0.57,0.18,0.89,0.65
Financial Analyst,82086,26,Bachelor's,0.65,1.13,0.46,Medium,0.59,0.74,0.58,0.5,0.55,0.36,0.12,0.77,0.35,0.52
Data Scientist,120566,25,Master's,0.86,1.35,0.47,Medium,0.36,0.84,0.86,0.21,0.6,0.32,0.26,0.62,0.56,0.73
Data Scientist,122946,10,Bachelor's,0.86,1.42,0.28,Medium,0.32,1.0,0.93,0.2,0.59,0.22,0.19,0.72,0.69,0.65
Graphic Designer,57086,12,Bachelor's,0.82,1.33,0.38,Medium,0.19,0.74,0.77,0.27,0.58,0.68,0.65,0.24,0.94,0.41
Mechanic,56250,14,High School,0.13,0.96,0.69,Medium,0.57,0.48,0.7,0.46,0.29,0.57,1.0,0.19,0.4,0.66
HR Specialist,66770,30,Master's,0.47,0.93,0.41,Medium,0.23,0.51,0.76,0.47,0.68,0.77,0.39,0.86,0.62,0.58
Mechanic,47974,30,High School,0.35,0.9,0.47,Medium,0.63,0.25,0.85,0.48,0.32,0.29,0.84,0.12,0.24,0.65
Research Scientist,120869,17,PhD,0.61,1.38,0.09,Low,0.15,0.98,0.79,0.32,0.82,0.35,0.63,0.58,0.92,0.72
HR Specialist,78260,16,Bachelor's,0.63,1.09,0.39,Medium,0.35,0.65,0.49,0.57,0.74,0.77,0.12,0.61,0.45,0.72
Financial Analyst,77701,5,Master's,0.7,1.02,0.62,Medium,0.44,0.85,0.49,0.54,0.6,0.31,0.11,0.83,0.43,0.48
Graphic Designer,53966,10,Bachelor's,0.67,1.16,0.45,Medium,0.0,0.59,0.54,0.35,0.13,0.55,0.55,0.34,0.86,0.64
Software Engineer,129793,9,Master's,0.85,1.29,0.3,Medium,0.31,0.69,0.98,0.32,0.55,0.79,0.09,0.77,0.67,0.73
Chef,49058,30,High School,0.19,0.84,0.63,Medium,0.5,0.26,0.64,0.63,0.45,0.48,0.86,0.09,0.75,0.93
Security Guard,42914,4,Master's,0.04,0.86,0.87,High,0.75,0.34,0.33,0.88,0.27,0.58,0.48,0.57,0.11,0.73
Software Engineer,142190,22,PhD,0.87,1.34,0.64,Low,0.23,0.97,0.88,0.29,0.51,0.43,0.29,0.62,0.86,0.8
Customer Support,38419,11,Bachelor's,0.56,0.83,0.77,High,0.79,0.45,0.31,0.9,0.39,0.95,0.14,0.58,0.04,0.46
Mechanic,43916,12,High School,0.22,0.82,0.82,High,0.7,0.35,0.76,0.58,0.33,0.29,0.91,0.0,0.28,0.54
Construction Worker,42207,13,High School,0.2,0.7,0.95,High,0.82,0.28,0.55,0.85,0.11,0.47,0.89,0.08,0.31,0.69
Nurse,76380,0,Master's,0.48,1.1,0.43,Medium,0.32,0.54,0.65,0.29,0.72,0.87,0.84,0.44,0.12,0.83
Graphic Designer,60741,22,Bachelor's,0.77,1.26,0.46,Medium,0.01,0.79,0.46,0.5,0.49,0.61,0.73,0.12,0.95,0.62
AI Engineer,146463,20,PhD,0.9,1.46,0.34,Low,0.23,1.0,0.97,0.23,0.43,0.2,0.19,0.51,0.69,1.0
Teacher,73981,9,Master's,0.24,1.14,0.11,Low,0.45,0.66,0.61,0.48,0.6,0.91,0.33,0.28,0.63,0.78
Construction Worker,56021,4,Bachelor's,0.09,0.67,0.75,High,0.51,0.11,0.46,0.89,0.26,0.17,0.85,0.0,0.31,0.75
Chef,43676,14,High School,0.27,0.9,0.53,Medium,0.49,0.43,0.57,0.46,0.54,0.5,0.75,0.0,0.75,0.86
Truck Driver,54878,29,High School,0.22,0.73,0.85,High,0.92,0.25,0.36,1.0,0.01,0.16,0.62,0.34,0.05,0.5
Software Engineer,117191,14,PhD,0.65,1.35,0.45,Low,0.05,0.83,0.95,0.2,0.51,0.44,0.27,0.62,0.6,0.68
Security Guard,47709,4,Master's,0.1,0.88,0.95,High,0.86,0.32,0.34,0.82,0.27,0.2,0.62,0.47,0.14,0.72
UX Researcher,101324,19,High School,0.65,1.12,0.41,Medium,0.06,0.73,0.77,0.22,0.77,0.71,0.24,0.52,0.68,0.66
Customer Support,42742,2,Bachelor's,0.63,1.01,0.74,High,0.73,0.47,0.39,0.75,0.15,0.83,0.38,0.6,0.22,0.57
Graphic Designer,60341,19,Bachelor's,0.68,1.18,0.54,Medium,0.07,0.97,0.62,0.46,0.33,0.78,0.68,0.26,0.92,0.58
Mechanic,45777,14,Bachelor's,0.18,1.02,0.47,Medium,0.72,0.41,0.5,0.49,0.28,0.43,0.89,0.32,0.1,0.71
Retail Worker,35172,27,High School,0.42,0.61,0.81,High,0.62,0.48,0.29,0.84,0.11,0.73,0.5,0.56,0.19,0.56
Marketing Manager,101709,5,Master's,0.67,1.15,0.19,Medium,0.23,0.79,0.86,0.51,0.73,0.74,0.07,0.56,0.85,0.51
Doctor,231414,27,PhD,0.39,1.2,0.05,Low,0.08,0.67,0.87,0.08,0.84,0.93,0.88,0.32,0.6,1.0
Software Engineer,141448,1,Bachelor's,0.7,1.5,0.28,Medium,0.25,0.84,0.95,0.26,0.49,0.47,0.11,0.73,0.71,0.66
HR Specialist,78395,19,Bachelor's,0.57,0.91,0.29,Medium,0.39,0.6,0.43,0.65,0.7,0.84,0.3,0.6,0.45,0.57
Financial Analyst,87131,24,Bachelor's,0.64,1.26,0.36,Medium,0.58,0.59,0.69,0.54,0.64,0.45,0.13,0.83,0.39,0.41
HR Specialist,63336,12,Bachelor's,0.53,0.9,0.32,Medium,0.48,0.56,0.31,0.46,0.6,0.64,0.08,0.71,0.53,0.63
Teacher,49403,22,Master's,0.44,1.22,0.11,Medium,0.24,0.65,0.55,0.43,0.58,0.72,0.26,0.42,0.59,0.76
Chef,56466,4,Master's,0.27,0.87,0.55,Medium,0.41,0.36,0.57,0.68,0.5,0.32,0.75,0.15,0.9,0.85
AI Engineer,141653,14,Master's,1.0,1.42,0.08,Low,0.3,0.95,0.79,0.17,0.52,0.43,0.08,0.59,0.89,0.98
Customer Support,33546,7,High School,0.65,1.06,0.77,High,0.66,0.57,0.63,0.74,0.15,0.61,0.27,0.41,0.16,0.54
Research Scientist,119099,0,PhD,0.46,1.24,0.2,Low,0.22,0.94,0.92,0.43,0.6,0.33,0.62,0.68,0.89,0.75
UX Researcher,98032,21,Master's,0.86,1.22,0.24,Low,0.32,0.68,0.97,0.45,0.67,0.98,0.13,0.45,0.73,0.77
Construction Worker,48422,0,High School,0.26,0.69,0.74,High,0.59,0.28,0.64,0.77,0.23,0.2,0.72,0.22,0.28,0.8
Truck Driver,54486,16,High School,0.12,0.68,0.95,High,0.76,0.1,0.29,1.0,0.07,0.22,0.7,0.17,0.12,0.59
Customer Support,38077,17,Bachelor's,0.74,0.83,0.87,High,0.7,0.79,0.23,0.91,0.28,0.88,0.24,0.53,0.22,0.31
Software Engineer,112557,10,Bachelor's,0.85,1.45,0.33,Medium,0.36,0.93,0.96,0.41,0.54,0.41,0.21,0.53,0.82,0.84
Research Scientist,127406,10,PhD,0.55,1.3,0.05,Low,0.18,0.9,0.81,0.42,0.77,0.59,0.61,0.56,0.82,0.76
Doctor,193142,19,PhD,0.45,1.2,0.23,Low,0.18,0.61,0.99,0.27,0.71,1.0,1.0,0.41,0.51,0.96
Graphic Designer,52190,3,Bachelor's,0.64,1.28,0.29,Medium,0.11,0.8,0.38,0.39,0.24,0.75,0.57,0.18,0.84,0.57
Mechanic,44387,23,Bachelor's,0.32,0.81,0.61,Medium,0.74,0.15,0.83,0.63,0.18,0.29,1.0,0.11,0.18,0.81
Research Scientist,112896,26,Master's,0.64,1.32,0.09,Low,0.23,0.81,0.92,0.2,0.81,0.51,0.75,0.64,0.98,0.7
Construction Worker,45633,11,High School,0.0,0.61,0.9,High,0.58,0.24,0.71,0.6,0.16,0.34,0.79,0.0,0.31,1.0
Research Scientist,126664,15,PhD,0.54,1.29,0.05,Low,0.22,0.81,0.75,0.33,0.81,0.45,0.7,0.54,0.69,0.78
Mechanic,43371,24,High School,0.29,0.77,0.69,Medium,0.69,0.25,0.86,0.66,0.44,0.27,0.76,0.19,0.35,0.88
Teacher,59541,27,Bachelor's,0.29,1.1,0.2,Medium,0.37,0.58,0.5,0.62,0.6,1.0,0.27,0.56,0.67,0.79
Data Scientist,138104,2,Bachelor's,0.74,1.5,0.29,Medium,0.25,0.87,0.94,0.31,0.54,0.38,0.21,0.59,0.65,0.6
Security Guard,38964,19,Master's,0.06,0.79,0.65,High,0.68,0.13,0.22,0.66,0.13,0.6,0.45,0.52,0.14,0.61
Research Scientist,128578,18,PhD,0.35,1.42,0.05,Low,0.19,0.78,1.0,0.48,0.53,0.3,0.67,0.5,0.85,0.63
Customer Support,33192,19,High School,0.69,0.9,0.58,High,0.92,0.62,0.42,0.9,0.41,0.74,0.12,0.61,0.29,0.51
Chef,41976,25,Bachelor's,0.26,0.86,0.49,Medium,0.34,0.22,0.69,0.59,0.8,0.26,0.95,0.35,1.0,0.76
Construction Worker,42518,1,Bachelor's,0.0,0.53,0.84,High,0.75,0.26,0.52,0.69,0.24,0.05,0.87,0.11,0.18,1.0
Lawyer,116457,18,Master's,0.61,1.1,0.28,Low,0.23,0.56,1.0,0.32,0.74,0.69,0.28,0.72,0.37,0.75
Lawyer,113620,6,PhD,0.61,0.95,0.55,Medium,0.24,0.59,0.94,0.44,0.62,0.81,0.23,0.84,0.54,0.91
Financial Analyst,80585,19,Bachelor's,0.7,1.38,0.62,Medium,0.55,0.93,0.75,0.59,0.83,0.49,0.26,0.77,0.27,0.53
AI Engineer,132651,12,PhD,0.87,1.5,0.22,Low,0.21,0.84,0.91,0.36,0.67,0.19,0.19,0.42,0.76,0.76
Retail Worker,33586,5,Master's,0.48,0.88,0.72,High,0.75,0.27,0.29,0.74,0.0,0.81,0.51,0.46,0.2,0.38
Retail Worker,28098,28,High School,0.34,0.88,0.68,High,0.97,0.59,0.32,0.9,0.22,0.47,0.36,0.51,0.15,0.48
Graphic Designer,66216,25,Bachelor's,0.75,1.33,0.41,Medium,0.19,0.79,0.61,0.19,0.33,0.47,0.7,0.0,1.0,0.74
Truck Driver,44028,16,High School,0.13,0.92,0.86,High,0.77,0.04,0.36,0.89,0.1,0.15,0.75,0.37,0.01,0.34
Customer Support,43435,27,Bachelor's,0.5,0.99,0.76,Medium,0.67,0.48,0.45,0.75,0.35,0.99,0.28,0.6,0.18,0.46
UX Researcher,96207,11,Master's,0.71,1.31,0.42,Medium,0.32,0.74,0.8,0.31,0.55,0.66,0.33,0.49,0.85,0.65
Security Guard,50542,14,Master's,0.09,0.9,0.95,High,0.92,0.21,0.57,0.63,0.24,0.45,0.42,0.54,0.23,0.38
Doctor,209269,16,PhD,0.3,1.1,0.05,Low,0.25,0.45,0.8,0.36,0.74,0.78,0.88,0.61,0.32,0.79
Graphic Designer,53263,31,Master's,0.67,1.08,0.42,Low,0.35,0.99,0.59,0.18,0.61,0.76,0.67,0.12,0.9,0.58
Graphic Designer,56680,13,Master's,0.81,1.02,0.51,Medium,0.23,0.95,0.69,0.19,0.54,0.63,0.67,0.35,0.79,0.6
Truck Driver,58843,3,High School,0.21,0.79,0.91,High,0.75,0.14,0.43,1.0,0.02,0.2,0.66,0.31,0.09,0.37
Construction Worker,43300,2,High School,0.0,0.62,0.95,High,0.72,0.12,0.28,0.82,0.3,0.31,0.82,0.21,0.22,0.89
Chef,52909,8,High School,0.08,1.07,0.46,Medium,0.47,0.43,0.73,0.62,0.47,0.43,0.82,0.14,0.72,0.69
Software Engineer,111862,15,Bachelor's,0.65,1.3,0.51,Medium,0.51,1.0,1.0,0.18,0.51,0.27,0.23,0.51,0.82,0.66
Marketing Manager,102255,7,Master's,0.65,1.33,0.41,Low,0.41,0.76,0.93,0.25,0.93,0.81,0.1,0.6,0.83,0.68
Construction Worker,42965,11,High School,0.09,0.83,0.88,High,0.62,0.13,0.7,0.7,0.28,0.22,0.72,0.21,0.07,0.76
UX Researcher,99399,21,Master's,0.59,1.17,0.47,Low,0.2,0.81,0.78,0.34,0.67,0.87,0.2,0.47,0.92,0.79
Lawyer,136566,3,PhD,0.73,0.95,0.16,Medium,0.16,0.64,0.7,0.4,0.99,0.61,0.12,0.78,0.35,0.74
Lawyer,128341,17,PhD,0.79,1.17,0.21,Low,0.36,0.54,0.88,0.47,0.84,0.73,0.17,0.74,0.49,0.85
HR Specialist,74055,26,Bachelor's,0.57,1.16,0.55,Medium,0.35,0.58,0.5,0.5,0.62,0.69,0.23,0.72,0.48,0.56
Mechanic,53695,7,High School,0.36,0.96,0.58,Medium,0.64,0.46,0.74,0.52,0.31,0.44,0.9,0.0,0.32,0.92
Security Guard,49553,8,PhD,0.06,0.7,0.71,High,0.76,0.23,0.44,0.83,0.32,0.27,0.57,0.56,0.09,0.63
Graphic Designer,54868,31,Bachelor's,0.66,1.33,0.34,Medium,0.3,0.89,0.49,0.38,0.39,0.61,0.61,0.18,1.0,0.59
Teacher,59536,24,Master's,0.25,1.08,0.16,Low,0.19,0.56,0.62,0.62,0.76,0.81,0.55,0.43,0.73,0.78
Research Scientist,105149,21,PhD,0.41,1.29,0.08,Low,0.25,0.98,1.0,0.41,0.79,0.37,0.64,0.63,0.89,0.68
Financial Analyst,87871,7,Master's,0.66,1.27,0.37,Medium,0.61,0.95,0.61,0.52,0.59,0.43,0.15,1.0,0.44,0.5
AI Engineer,168564,0,PhD,0.9,1.48,0.2,Low,0.06,0.77,0.93,0.0,0.7,0.28,0.52,0.73,0.78,0.79
Research Scientist,110982,19,PhD,0.43,1.25,0.1,Low,0.3,1.0,0.74,0.12,0.64,0.46,0.75,0.71,0.68,0.47
Mechanic,46921,7,High School,0.25,1.08,0.68,High,0.69,0.32,0.5,0.61,0.38,0.39,0.85,0.18,0.26,0.57
HR Specialist,59001,29,Bachelor's,0.55,1.13,0.37,Medium,0.33,0.65,0.63,0.52,0.6,0.78,0.0,0.72,0.54,0.45
Research Scientist,120634,0,PhD,0.76,1.41,0.06,Low,0.14,0.93,1.0,0.26,0.63,0.2,0.71,0.8,0.83,0.7
Retail Worker,37542,16,Bachelor's,0.49,0.84,0.95,High,0.83,0.4,0.22,0.88,0.22,0.6,0.3,0.63,0.27,0.44
Financial Analyst,88176,10,Bachelor's,0.73,1.14,0.42,High,0.6,0.75,0.62,0.52,0.42,0.45,0.02,0.78,0.19,0.49
Security Guard,41507,25,Master's,0.06,0.64,0.93,High,0.78,0.27,0.3,0.68,0.25,0.34,0.53,0.41,0.12,0.73
Teacher,59730,12,Bachelor's,0.4,0.84,0.22,Medium,0.36,0.56,0.63,0.48,0.7,0.87,0.28,0.42,0.5,0.7
Graphic Designer,62609,28,Bachelor's,0.71,1.15,0.53,Medium,0.06,0.64,0.48,0.32,0.31,0.65,0.6,0.0,0.97,0.68
AI Engineer,134571,19,Bachelor's,0.9,1.5,0.26,Medium,0.1,0.94,0.81,0.21,0.47,0.12,0.16,0.49,0.76,0.68
AI Engineer,189859,25,Master's,0.94,1.37,0.41,Low,0.16,0.93,0.9,0.22,0.53,0.42,0.08,0.55,0.92,0.85
Marketing Manager,84762,14,Master's,0.54,1.29,0.29,Low,0.28,0.65,0.8,0.26,0.7,0.66,0.32,0.54,0.7,0.67
